Item,Durchgang,Network,Entropy,Correlation
fluid_Unadj,motor_s200,SMN,roc_raw_squared,"{'VIS': [[-0.0671044400875617], [0.22407714559390268], [1.0]], 'SMN': [[-0.15702062667701236], [0.0042450280146453], [0.0721654762489701]], 'DAN': [[-0.1266315494488526], [0.021396292032961402], [0.3637369645603438]], 'VAN': [[-0.12743075204086252], [0.020582393910899346], [0.3499006964852889]], 'LIM': [[-0.09700723781759214], [0.07846045809149124], [1.0]], 'CON': [[-0.11537225870364716], [0.036180890390619294], [0.615075136640528]], 'DMN': [[-0.07366662647862424], [0.18189031822564639], [1.0]], 'Temp': [[-0.09253157683889222], [0.09331911730208585], [1.0]]}"
fluid_Unadj,motor_s200,DAN,roc_raw_squared,"{'VIS': [[-0.0671044400875617], [0.22407714559390268], [1.0]], 'SMN': [[-0.15702062667701236], [0.0042450280146453], [0.0721654762489701]], 'DAN': [[-0.1266315494488526], [0.021396292032961402], [0.3637369645603438]], 'VAN': [[-0.12743075204086252], [0.020582393910899346], [0.3499006964852889]], 'LIM': [[-0.09700723781759214], [0.07846045809149124], [1.0]], 'CON': [[-0.11537225870364716], [0.036180890390619294], [0.615075136640528]], 'DMN': [[-0.07366662647862424], [0.18189031822564639], [1.0]], 'Temp': [[-0.09253157683889222], [0.09331911730208585], [1.0]]}"
fluid_Unadj,motor_s200,VAN,roc_raw_squared,"{'VIS': [[-0.0671044400875617], [0.22407714559390268], [1.0]], 'SMN': [[-0.15702062667701236], [0.0042450280146453], [0.0721654762489701]], 'DAN': [[-0.1266315494488526], [0.021396292032961402], [0.3637369645603438]], 'VAN': [[-0.12743075204086252], [0.020582393910899346], [0.3499006964852889]], 'LIM': [[-0.09700723781759214], [0.07846045809149124], [1.0]], 'CON': [[-0.11537225870364716], [0.036180890390619294], [0.615075136640528]], 'DMN': [[-0.07366662647862424], [0.18189031822564639], [1.0]], 'Temp': [[-0.09253157683889222], [0.09331911730208585], [1.0]]}"
fluid_Unadj,motor_s200,LIM,roc_raw_squared,"{'VIS': [[-0.0671044400875617], [0.22407714559390268], [1.0]], 'SMN': [[-0.15702062667701236], [0.0042450280146453], [0.0721654762489701]], 'DAN': [[-0.1266315494488526], [0.021396292032961402], [0.3637369645603438]], 'VAN': [[-0.12743075204086252], [0.020582393910899346], [0.3499006964852889]], 'LIM': [[-0.09700723781759214], [0.07846045809149124], [1.0]], 'CON': [[-0.11537225870364716], [0.036180890390619294], [0.615075136640528]], 'DMN': [[-0.07366662647862424], [0.18189031822564639], [1.0]], 'Temp': [[-0.09253157683889222], [0.09331911730208585], [1.0]]}"
fluid_Unadj,motor_s200,CON,roc_raw_squared,"{'VIS': [[-0.0671044400875617], [0.22407714559390268], [1.0]], 'SMN': [[-0.15702062667701236], [0.0042450280146453], [0.0721654762489701]], 'DAN': [[-0.1266315494488526], [0.021396292032961402], [0.3637369645603438]], 'VAN': [[-0.12743075204086252], [0.020582393910899346], [0.3499006964852889]], 'LIM': [[-0.09700723781759214], [0.07846045809149124], [1.0]], 'CON': [[-0.11537225870364716], [0.036180890390619294], [0.615075136640528]], 'DMN': [[-0.07366662647862424], [0.18189031822564639], [1.0]], 'Temp': [[-0.09253157683889222], [0.09331911730208585], [1.0]]}"
fluid_Unadj,motor_s200,DMN,roc_raw_squared,"{'VIS': [[-0.0671044400875617], [0.22407714559390268], [1.0]], 'SMN': [[-0.15702062667701236], [0.0042450280146453], [0.0721654762489701]], 'DAN': [[-0.1266315494488526], [0.021396292032961402], [0.3637369645603438]], 'VAN': [[-0.12743075204086252], [0.020582393910899346], [0.3499006964852889]], 'LIM': [[-0.09700723781759214], [0.07846045809149124], [1.0]], 'CON': [[-0.11537225870364716], [0.036180890390619294], [0.615075136640528]], 'DMN': [[-0.07366662647862424], [0.18189031822564639], [1.0]], 'Temp': [[-0.09253157683889222], [0.09331911730208585], [1.0]]}"
fluid_Unadj,motor_s200,Temp,roc_raw_squared,"{'VIS': [[-0.0671044400875617], [0.22407714559390268], [1.0]], 'SMN': [[-0.15702062667701236], [0.0042450280146453], [0.0721654762489701]], 'DAN': [[-0.1266315494488526], [0.021396292032961402], [0.3637369645603438]], 'VAN': [[-0.12743075204086252], [0.020582393910899346], [0.3499006964852889]], 'LIM': [[-0.09700723781759214], [0.07846045809149124], [1.0]], 'CON': [[-0.11537225870364716], [0.036180890390619294], [0.615075136640528]], 'DMN': [[-0.07366662647862424], [0.18189031822564639], [1.0]], 'Temp': [[-0.09253157683889222], [0.09331911730208585], [1.0]]}"
fluid_Unadj,motor_s200,VIS,se,"{'VIS': [[-0.057873624989295804], [0.29453903432915596], [1.0]], 'SMN': [[-0.007358828217489528], [0.8940555284578205], [1.0]], 'DAN': [[0.0004170755673759245], [0.9939777800766171], [1.0]], 'VAN': [[-0.05902041769460888], [0.28505931932821593], [1.0]], 'LIM': [[0.097460708135251], [0.07706847720612117], [1.0]], 'CON': [[-0.022563758500906427], [0.6829890636453699], [1.0]], 'DMN': [[-0.021835514173757165], [0.6926924840252742], [1.0]], 'Temp': [[-0.0037033520034336345], [0.9465660313188375], [1.0]]}"
fluid_Unadj,motor_s200,SMN,se,"{'VIS': [[-0.057873624989295804], [0.29453903432915596], [1.0]], 'SMN': [[-0.007358828217489528], [0.8940555284578205], [1.0]], 'DAN': [[0.0004170755673759245], [0.9939777800766171], [1.0]], 'VAN': [[-0.05902041769460888], [0.28505931932821593], [1.0]], 'LIM': [[0.097460708135251], [0.07706847720612117], [1.0]], 'CON': [[-0.022563758500906427], [0.6829890636453699], [1.0]], 'DMN': [[-0.021835514173757165], [0.6926924840252742], [1.0]], 'Temp': [[-0.0037033520034336345], [0.9465660313188375], [1.0]]}"
fluid_Unadj,motor_s200,DAN,se,"{'VIS': [[-0.057873624989295804], [0.29453903432915596], [1.0]], 'SMN': [[-0.007358828217489528], [0.8940555284578205], [1.0]], 'DAN': [[0.0004170755673759245], [0.9939777800766171], [1.0]], 'VAN': [[-0.05902041769460888], [0.28505931932821593], [1.0]], 'LIM': [[0.097460708135251], [0.07706847720612117], [1.0]], 'CON': [[-0.022563758500906427], [0.6829890636453699], [1.0]], 'DMN': [[-0.021835514173757165], [0.6926924840252742], [1.0]], 'Temp': [[-0.0037033520034336345], [0.9465660313188375], [1.0]]}"
fluid_Unadj,motor_s200,VAN,se,"{'VIS': [[-0.057873624989295804], [0.29453903432915596], [1.0]], 'SMN': [[-0.007358828217489528], [0.8940555284578205], [1.0]], 'DAN': [[0.0004170755673759245], [0.9939777800766171], [1.0]], 'VAN': [[-0.05902041769460888], [0.28505931932821593], [1.0]], 'LIM': [[0.097460708135251], [0.07706847720612117], [1.0]], 'CON': [[-0.022563758500906427], [0.6829890636453699], [1.0]], 'DMN': [[-0.021835514173757165], [0.6926924840252742], [1.0]], 'Temp': [[-0.0037033520034336345], [0.9465660313188375], [1.0]]}"
fluid_Unadj,motor_s200,LIM,se,"{'VIS': [[-0.057873624989295804], [0.29453903432915596], [1.0]], 'SMN': [[-0.007358828217489528], [0.8940555284578205], [1.0]], 'DAN': [[0.0004170755673759245], [0.9939777800766171], [1.0]], 'VAN': [[-0.05902041769460888], [0.28505931932821593], [1.0]], 'LIM': [[0.097460708135251], [0.07706847720612117], [1.0]], 'CON': [[-0.022563758500906427], [0.6829890636453699], [1.0]], 'DMN': [[-0.021835514173757165], [0.6926924840252742], [1.0]], 'Temp': [[-0.0037033520034336345], [0.9465660313188375], [1.0]]}"
fluid_Unadj,motor_s200,CON,se,"{'VIS': [[-0.057873624989295804], [0.29453903432915596], [1.0]], 'SMN': [[-0.007358828217489528], [0.8940555284578205], [1.0]], 'DAN': [[0.0004170755673759245], [0.9939777800766171], [1.0]], 'VAN': [[-0.05902041769460888], [0.28505931932821593], [1.0]], 'LIM': [[0.097460708135251], [0.07706847720612117], [1.0]], 'CON': [[-0.022563758500906427], [0.6829890636453699], [1.0]], 'DMN': [[-0.021835514173757165], [0.6926924840252742], [1.0]], 'Temp': [[-0.0037033520034336345], [0.9465660313188375], [1.0]]}"
fluid_Unadj,motor_s200,DMN,se,"{'VIS': [[-0.057873624989295804], [0.29453903432915596], [1.0]], 'SMN': [[-0.007358828217489528], [0.8940555284578205], [1.0]], 'DAN': [[0.0004170755673759245], [0.9939777800766171], [1.0]], 'VAN': [[-0.05902041769460888], [0.28505931932821593], [1.0]], 'LIM': [[0.097460708135251], [0.07706847720612117], [1.0]], 'CON': [[-0.022563758500906427], [0.6829890636453699], [1.0]], 'DMN': [[-0.021835514173757165], [0.6926924840252742], [1.0]], 'Temp': [[-0.0037033520034336345], [0.9465660313188375], [1.0]]}"
fluid_Unadj,motor_s200,Temp,se,"{'VIS': [[-0.057873624989295804], [0.29453903432915596], [1.0]], 'SMN': [[-0.007358828217489528], [0.8940555284578205], [1.0]], 'DAN': [[0.0004170755673759245], [0.9939777800766171], [1.0]], 'VAN': [[-0.05902041769460888], [0.28505931932821593], [1.0]], 'LIM': [[0.097460708135251], [0.07706847720612117], [1.0]], 'CON': [[-0.022563758500906427], [0.6829890636453699], [1.0]], 'DMN': [[-0.021835514173757165], [0.6926924840252742], [1.0]], 'Temp': [[-0.0037033520034336345], [0.9465660313188375], [1.0]]}"
fluid_Unadj,motor_s200,VIS,fe,"{'VIS': [[-0.05336189701829512], [0.33385535806007793], [1.0]], 'SMN': [[0.001317688322986519], [0.9809753053652052], [1.0]], 'DAN': [[0.005765432229571566], [0.9169013365370423], [1.0]], 'VAN': [[-0.060235790720539334], [0.2752392670957631], [1.0]], 'LIM': [[0.02807137931478709], [0.6113782359119136], [1.0]], 'CON': [[-0.022023999648202855], [0.6901761310020355], [1.0]], 'DMN': [[-0.050318566624388064], [0.36219473487503145], [1.0]], 'Temp': [[0.0009240643727026546], [0.9866577816313956], [1.0]]}"
fluid_Unadj,motor_s200,SMN,fe,"{'VIS': [[-0.05336189701829512], [0.33385535806007793], [1.0]], 'SMN': [[0.001317688322986519], [0.9809753053652052], [1.0]], 'DAN': [[0.005765432229571566], [0.9169013365370423], [1.0]], 'VAN': [[-0.060235790720539334], [0.2752392670957631], [1.0]], 'LIM': [[0.02807137931478709], [0.6113782359119136], [1.0]], 'CON': [[-0.022023999648202855], [0.6901761310020355], [1.0]], 'DMN': [[-0.050318566624388064], [0.36219473487503145], [1.0]], 'Temp': [[0.0009240643727026546], [0.9866577816313956], [1.0]]}"
fluid_Unadj,motor_s200,DAN,fe,"{'VIS': [[-0.05336189701829512], [0.33385535806007793], [1.0]], 'SMN': [[0.001317688322986519], [0.9809753053652052], [1.0]], 'DAN': [[0.005765432229571566], [0.9169013365370423], [1.0]], 'VAN': [[-0.060235790720539334], [0.2752392670957631], [1.0]], 'LIM': [[0.02807137931478709], [0.6113782359119136], [1.0]], 'CON': [[-0.022023999648202855], [0.6901761310020355], [1.0]], 'DMN': [[-0.050318566624388064], [0.36219473487503145], [1.0]], 'Temp': [[0.0009240643727026546], [0.9866577816313956], [1.0]]}"
fluid_Unadj,motor_s200,VAN,fe,"{'VIS': [[-0.05336189701829512], [0.33385535806007793], [1.0]], 'SMN': [[0.001317688322986519], [0.9809753053652052], [1.0]], 'DAN': [[0.005765432229571566], [0.9169013365370423], [1.0]], 'VAN': [[-0.060235790720539334], [0.2752392670957631], [1.0]], 'LIM': [[0.02807137931478709], [0.6113782359119136], [1.0]], 'CON': [[-0.022023999648202855], [0.6901761310020355], [1.0]], 'DMN': [[-0.050318566624388064], [0.36219473487503145], [1.0]], 'Temp': [[0.0009240643727026546], [0.9866577816313956], [1.0]]}"
fluid_Unadj,motor_s200,LIM,fe,"{'VIS': [[-0.05336189701829512], [0.33385535806007793], [1.0]], 'SMN': [[0.001317688322986519], [0.9809753053652052], [1.0]], 'DAN': [[0.005765432229571566], [0.9169013365370423], [1.0]], 'VAN': [[-0.060235790720539334], [0.2752392670957631], [1.0]], 'LIM': [[0.02807137931478709], [0.6113782359119136], [1.0]], 'CON': [[-0.022023999648202855], [0.6901761310020355], [1.0]], 'DMN': [[-0.050318566624388064], [0.36219473487503145], [1.0]], 'Temp': [[0.0009240643727026546], [0.9866577816313956], [1.0]]}"
fluid_Unadj,motor_s200,CON,fe,"{'VIS': [[-0.05336189701829512], [0.33385535806007793], [1.0]], 'SMN': [[0.001317688322986519], [0.9809753053652052], [1.0]], 'DAN': [[0.005765432229571566], [0.9169013365370423], [1.0]], 'VAN': [[-0.060235790720539334], [0.2752392670957631], [1.0]], 'LIM': [[0.02807137931478709], [0.6113782359119136], [1.0]], 'CON': [[-0.022023999648202855], [0.6901761310020355], [1.0]], 'DMN': [[-0.050318566624388064], [0.36219473487503145], [1.0]], 'Temp': [[0.0009240643727026546], [0.9866577816313956], [1.0]]}"
fluid_Unadj,motor_s200,DMN,fe,"{'VIS': [[-0.05336189701829512], [0.33385535806007793], [1.0]], 'SMN': [[0.001317688322986519], [0.9809753053652052], [1.0]], 'DAN': [[0.005765432229571566], [0.9169013365370423], [1.0]], 'VAN': [[-0.060235790720539334], [0.2752392670957631], [1.0]], 'LIM': [[0.02807137931478709], [0.6113782359119136], [1.0]], 'CON': [[-0.022023999648202855], [0.6901761310020355], [1.0]], 'DMN': [[-0.050318566624388064], [0.36219473487503145], [1.0]], 'Temp': [[0.0009240643727026546], [0.9866577816313956], [1.0]]}"
fluid_Unadj,motor_s200,Temp,fe,"{'VIS': [[-0.05336189701829512], [0.33385535806007793], [1.0]], 'SMN': [[0.001317688322986519], [0.9809753053652052], [1.0]], 'DAN': [[0.005765432229571566], [0.9169013365370423], [1.0]], 'VAN': [[-0.060235790720539334], [0.2752392670957631], [1.0]], 'LIM': [[0.02807137931478709], [0.6113782359119136], [1.0]], 'CON': [[-0.022023999648202855], [0.6901761310020355], [1.0]], 'DMN': [[-0.050318566624388064], [0.36219473487503145], [1.0]], 'Temp': [[0.0009240643727026546], [0.9866577816313956], [1.0]]}"
fluid_Unadj,motor_s200,VIS,mse,"{'VIS': [[-0.0953651974004825], [0.0836721621095866], [1.0]], 'SMN': [[-0.045617182109823726], [0.4088251305419696], [1.0]], 'DAN': [[-0.08450261606295237], [0.12552670057619003], [1.0]], 'VAN': [[-0.056151236258112164], [0.3091677543589257], [1.0]], 'LIM': [[0.07651107828386525], [0.16554785760919744], [1.0]], 'CON': [[-0.010862919860376002], [0.8441470243051434], [1.0]], 'DMN': [[0.0008477962946976409], [0.9877588978850322], [1.0]], 'Temp': [[-0.12252438605294427], [0.02603344045456414], [0.4425684877275904]]}"
fluid_Unadj,motor_s200,SMN,mse,"{'VIS': [[-0.0953651974004825], [0.0836721621095866], [1.0]], 'SMN': [[-0.045617182109823726], [0.4088251305419696], [1.0]], 'DAN': [[-0.08450261606295237], [0.12552670057619003], [1.0]], 'VAN': [[-0.056151236258112164], [0.3091677543589257], [1.0]], 'LIM': [[0.07651107828386525], [0.16554785760919744], [1.0]], 'CON': [[-0.010862919860376002], [0.8441470243051434], [1.0]], 'DMN': [[0.0008477962946976409], [0.9877588978850322], [1.0]], 'Temp': [[-0.12252438605294427], [0.02603344045456414], [0.4425684877275904]]}"
fluid_Unadj,motor_s200,DAN,mse,"{'VIS': [[-0.0953651974004825], [0.0836721621095866], [1.0]], 'SMN': [[-0.045617182109823726], [0.4088251305419696], [1.0]], 'DAN': [[-0.08450261606295237], [0.12552670057619003], [1.0]], 'VAN': [[-0.056151236258112164], [0.3091677543589257], [1.0]], 'LIM': [[0.07651107828386525], [0.16554785760919744], [1.0]], 'CON': [[-0.010862919860376002], [0.8441470243051434], [1.0]], 'DMN': [[0.0008477962946976409], [0.9877588978850322], [1.0]], 'Temp': [[-0.12252438605294427], [0.02603344045456414], [0.4425684877275904]]}"
fluid_Unadj,motor_s200,VAN,mse,"{'VIS': [[-0.0953651974004825], [0.0836721621095866], [1.0]], 'SMN': [[-0.045617182109823726], [0.4088251305419696], [1.0]], 'DAN': [[-0.08450261606295237], [0.12552670057619003], [1.0]], 'VAN': [[-0.056151236258112164], [0.3091677543589257], [1.0]], 'LIM': [[0.07651107828386525], [0.16554785760919744], [1.0]], 'CON': [[-0.010862919860376002], [0.8441470243051434], [1.0]], 'DMN': [[0.0008477962946976409], [0.9877588978850322], [1.0]], 'Temp': [[-0.12252438605294427], [0.02603344045456414], [0.4425684877275904]]}"
fluid_Unadj,motor_s200,LIM,mse,"{'VIS': [[-0.0953651974004825], [0.0836721621095866], [1.0]], 'SMN': [[-0.045617182109823726], [0.4088251305419696], [1.0]], 'DAN': [[-0.08450261606295237], [0.12552670057619003], [1.0]], 'VAN': [[-0.056151236258112164], [0.3091677543589257], [1.0]], 'LIM': [[0.07651107828386525], [0.16554785760919744], [1.0]], 'CON': [[-0.010862919860376002], [0.8441470243051434], [1.0]], 'DMN': [[0.0008477962946976409], [0.9877588978850322], [1.0]], 'Temp': [[-0.12252438605294427], [0.02603344045456414], [0.4425684877275904]]}"
fluid_Unadj,motor_s200,CON,mse,"{'VIS': [[-0.0953651974004825], [0.0836721621095866], [1.0]], 'SMN': [[-0.045617182109823726], [0.4088251305419696], [1.0]], 'DAN': [[-0.08450261606295237], [0.12552670057619003], [1.0]], 'VAN': [[-0.056151236258112164], [0.3091677543589257], [1.0]], 'LIM': [[0.07651107828386525], [0.16554785760919744], [1.0]], 'CON': [[-0.010862919860376002], [0.8441470243051434], [1.0]], 'DMN': [[0.0008477962946976409], [0.9877588978850322], [1.0]], 'Temp': [[-0.12252438605294427], [0.02603344045456414], [0.4425684877275904]]}"
fluid_Unadj,motor_s200,DMN,mse,"{'VIS': [[-0.0953651974004825], [0.0836721621095866], [1.0]], 'SMN': [[-0.045617182109823726], [0.4088251305419696], [1.0]], 'DAN': [[-0.08450261606295237], [0.12552670057619003], [1.0]], 'VAN': [[-0.056151236258112164], [0.3091677543589257], [1.0]], 'LIM': [[0.07651107828386525], [0.16554785760919744], [1.0]], 'CON': [[-0.010862919860376002], [0.8441470243051434], [1.0]], 'DMN': [[0.0008477962946976409], [0.9877588978850322], [1.0]], 'Temp': [[-0.12252438605294427], [0.02603344045456414], [0.4425684877275904]]}"
fluid_Unadj,motor_s200,Temp,mse,"{'VIS': [[-0.0953651974004825], [0.0836721621095866], [1.0]], 'SMN': [[-0.045617182109823726], [0.4088251305419696], [1.0]], 'DAN': [[-0.08450261606295237], [0.12552670057619003], [1.0]], 'VAN': [[-0.056151236258112164], [0.3091677543589257], [1.0]], 'LIM': [[0.07651107828386525], [0.16554785760919744], [1.0]], 'CON': [[-0.010862919860376002], [0.8441470243051434], [1.0]], 'DMN': [[0.0008477962946976409], [0.9877588978850322], [1.0]], 'Temp': [[-0.12252438605294427], [0.02603344045456414], [0.4425684877275904]]}"
fluid_Unadj,relational_s200,VIS,std_raw,"{'VIS': [[0.054681504605902355], [0.32202225584601407], [1.0]], 'SMN': [[0.028152067582079974], [0.6103540210620213], [1.0]], 'DAN': [[0.04753853688265907], [0.38935353452757065], [1.0]], 'VAN': [[0.04039301102563922], [0.46460223008683027], [1.0]], 'LIM': [[0.03924669376342128], [0.4773816711606025], [1.0]], 'CON': [[0.051053055108667], [0.35522151644446703], [1.0]], 'DMN': [[0.07965334896577811], [0.1488010659635436], [1.0]], 'Temp': [[0.03740201263030802], [0.49834243370439696], [1.0]]}"
fluid_Unadj,relational_s200,SMN,std_raw,"{'VIS': [[0.054681504605902355], [0.32202225584601407], [1.0]], 'SMN': [[0.028152067582079974], [0.6103540210620213], [1.0]], 'DAN': [[0.04753853688265907], [0.38935353452757065], [1.0]], 'VAN': [[0.04039301102563922], [0.46460223008683027], [1.0]], 'LIM': [[0.03924669376342128], [0.4773816711606025], [1.0]], 'CON': [[0.051053055108667], [0.35522151644446703], [1.0]], 'DMN': [[0.07965334896577811], [0.1488010659635436], [1.0]], 'Temp': [[0.03740201263030802], [0.49834243370439696], [1.0]]}"
fluid_Unadj,relational_s200,DAN,std_raw,"{'VIS': [[0.054681504605902355], [0.32202225584601407], [1.0]], 'SMN': [[0.028152067582079974], [0.6103540210620213], [1.0]], 'DAN': [[0.04753853688265907], [0.38935353452757065], [1.0]], 'VAN': [[0.04039301102563922], [0.46460223008683027], [1.0]], 'LIM': [[0.03924669376342128], [0.4773816711606025], [1.0]], 'CON': [[0.051053055108667], [0.35522151644446703], [1.0]], 'DMN': [[0.07965334896577811], [0.1488010659635436], [1.0]], 'Temp': [[0.03740201263030802], [0.49834243370439696], [1.0]]}"
fluid_Unadj,relational_s200,VAN,std_raw,"{'VIS': [[0.054681504605902355], [0.32202225584601407], [1.0]], 'SMN': [[0.028152067582079974], [0.6103540210620213], [1.0]], 'DAN': [[0.04753853688265907], [0.38935353452757065], [1.0]], 'VAN': [[0.04039301102563922], [0.46460223008683027], [1.0]], 'LIM': [[0.03924669376342128], [0.4773816711606025], [1.0]], 'CON': [[0.051053055108667], [0.35522151644446703], [1.0]], 'DMN': [[0.07965334896577811], [0.1488010659635436], [1.0]], 'Temp': [[0.03740201263030802], [0.49834243370439696], [1.0]]}"
fluid_Unadj,relational_s200,LIM,std_raw,"{'VIS': [[0.054681504605902355], [0.32202225584601407], [1.0]], 'SMN': [[0.028152067582079974], [0.6103540210620213], [1.0]], 'DAN': [[0.04753853688265907], [0.38935353452757065], [1.0]], 'VAN': [[0.04039301102563922], [0.46460223008683027], [1.0]], 'LIM': [[0.03924669376342128], [0.4773816711606025], [1.0]], 'CON': [[0.051053055108667], [0.35522151644446703], [1.0]], 'DMN': [[0.07965334896577811], [0.1488010659635436], [1.0]], 'Temp': [[0.03740201263030802], [0.49834243370439696], [1.0]]}"
fluid_Unadj,relational_s200,CON,std_raw,"{'VIS': [[0.054681504605902355], [0.32202225584601407], [1.0]], 'SMN': [[0.028152067582079974], [0.6103540210620213], [1.0]], 'DAN': [[0.04753853688265907], [0.38935353452757065], [1.0]], 'VAN': [[0.04039301102563922], [0.46460223008683027], [1.0]], 'LIM': [[0.03924669376342128], [0.4773816711606025], [1.0]], 'CON': [[0.051053055108667], [0.35522151644446703], [1.0]], 'DMN': [[0.07965334896577811], [0.1488010659635436], [1.0]], 'Temp': [[0.03740201263030802], [0.49834243370439696], [1.0]]}"
fluid_Unadj,relational_s200,DMN,std_raw,"{'VIS': [[0.054681504605902355], [0.32202225584601407], [1.0]], 'SMN': [[0.028152067582079974], [0.6103540210620213], [1.0]], 'DAN': [[0.04753853688265907], [0.38935353452757065], [1.0]], 'VAN': [[0.04039301102563922], [0.46460223008683027], [1.0]], 'LIM': [[0.03924669376342128], [0.4773816711606025], [1.0]], 'CON': [[0.051053055108667], [0.35522151644446703], [1.0]], 'DMN': [[0.07965334896577811], [0.1488010659635436], [1.0]], 'Temp': [[0.03740201263030802], [0.49834243370439696], [1.0]]}"
fluid_Unadj,relational_s200,Temp,std_raw,"{'VIS': [[0.054681504605902355], [0.32202225584601407], [1.0]], 'SMN': [[0.028152067582079974], [0.6103540210620213], [1.0]], 'DAN': [[0.04753853688265907], [0.38935353452757065], [1.0]], 'VAN': [[0.04039301102563922], [0.46460223008683027], [1.0]], 'LIM': [[0.03924669376342128], [0.4773816711606025], [1.0]], 'CON': [[0.051053055108667], [0.35522151644446703], [1.0]], 'DMN': [[0.07965334896577811], [0.1488010659635436], [1.0]], 'Temp': [[0.03740201263030802], [0.49834243370439696], [1.0]]}"
fluid_Unadj,relational_s200,VIS,roc_raw_squared,"{'VIS': [[0.04793408409941214], [0.3854157958518626], [1.0]], 'SMN': [[-0.02999851454820045], [0.5871267086626266], [1.0]], 'DAN': [[0.03709455633665138], [0.5018827686072059], [1.0]], 'VAN': [[-0.004777908048451247], [0.9310958557522371], [1.0]], 'LIM': [[0.03825579924893924], [0.48858089880766536], [1.0]], 'CON': [[0.02308398164611698], [0.6760890788488356], [1.0]], 'DMN': [[0.027393261532585977], [0.6200156716425423], [1.0]], 'Temp': [[0.010892918418900381], [0.8437221413256741], [1.0]]}"
fluid_Unadj,relational_s200,SMN,roc_raw_squared,"{'VIS': [[0.04793408409941214], [0.3854157958518626], [1.0]], 'SMN': [[-0.02999851454820045], [0.5871267086626266], [1.0]], 'DAN': [[0.03709455633665138], [0.5018827686072059], [1.0]], 'VAN': [[-0.004777908048451247], [0.9310958557522371], [1.0]], 'LIM': [[0.03825579924893924], [0.48858089880766536], [1.0]], 'CON': [[0.02308398164611698], [0.6760890788488356], [1.0]], 'DMN': [[0.027393261532585977], [0.6200156716425423], [1.0]], 'Temp': [[0.010892918418900381], [0.8437221413256741], [1.0]]}"
fluid_Unadj,relational_s200,DAN,roc_raw_squared,"{'VIS': [[0.04793408409941214], [0.3854157958518626], [1.0]], 'SMN': [[-0.02999851454820045], [0.5871267086626266], [1.0]], 'DAN': [[0.03709455633665138], [0.5018827686072059], [1.0]], 'VAN': [[-0.004777908048451247], [0.9310958557522371], [1.0]], 'LIM': [[0.03825579924893924], [0.48858089880766536], [1.0]], 'CON': [[0.02308398164611698], [0.6760890788488356], [1.0]], 'DMN': [[0.027393261532585977], [0.6200156716425423], [1.0]], 'Temp': [[0.010892918418900381], [0.8437221413256741], [1.0]]}"
fluid_Unadj,relational_s200,VAN,roc_raw_squared,"{'VIS': [[0.04793408409941214], [0.3854157958518626], [1.0]], 'SMN': [[-0.02999851454820045], [0.5871267086626266], [1.0]], 'DAN': [[0.03709455633665138], [0.5018827686072059], [1.0]], 'VAN': [[-0.004777908048451247], [0.9310958557522371], [1.0]], 'LIM': [[0.03825579924893924], [0.48858089880766536], [1.0]], 'CON': [[0.02308398164611698], [0.6760890788488356], [1.0]], 'DMN': [[0.027393261532585977], [0.6200156716425423], [1.0]], 'Temp': [[0.010892918418900381], [0.8437221413256741], [1.0]]}"
fluid_Unadj,relational_s200,LIM,roc_raw_squared,"{'VIS': [[0.04793408409941214], [0.3854157958518626], [1.0]], 'SMN': [[-0.02999851454820045], [0.5871267086626266], [1.0]], 'DAN': [[0.03709455633665138], [0.5018827686072059], [1.0]], 'VAN': [[-0.004777908048451247], [0.9310958557522371], [1.0]], 'LIM': [[0.03825579924893924], [0.48858089880766536], [1.0]], 'CON': [[0.02308398164611698], [0.6760890788488356], [1.0]], 'DMN': [[0.027393261532585977], [0.6200156716425423], [1.0]], 'Temp': [[0.010892918418900381], [0.8437221413256741], [1.0]]}"
fluid_Unadj,relational_s200,CON,roc_raw_squared,"{'VIS': [[0.04793408409941214], [0.3854157958518626], [1.0]], 'SMN': [[-0.02999851454820045], [0.5871267086626266], [1.0]], 'DAN': [[0.03709455633665138], [0.5018827686072059], [1.0]], 'VAN': [[-0.004777908048451247], [0.9310958557522371], [1.0]], 'LIM': [[0.03825579924893924], [0.48858089880766536], [1.0]], 'CON': [[0.02308398164611698], [0.6760890788488356], [1.0]], 'DMN': [[0.027393261532585977], [0.6200156716425423], [1.0]], 'Temp': [[0.010892918418900381], [0.8437221413256741], [1.0]]}"
fluid_Unadj,relational_s200,DMN,roc_raw_squared,"{'VIS': [[0.04793408409941214], [0.3854157958518626], [1.0]], 'SMN': [[-0.02999851454820045], [0.5871267086626266], [1.0]], 'DAN': [[0.03709455633665138], [0.5018827686072059], [1.0]], 'VAN': [[-0.004777908048451247], [0.9310958557522371], [1.0]], 'LIM': [[0.03825579924893924], [0.48858089880766536], [1.0]], 'CON': [[0.02308398164611698], [0.6760890788488356], [1.0]], 'DMN': [[0.027393261532585977], [0.6200156716425423], [1.0]], 'Temp': [[0.010892918418900381], [0.8437221413256741], [1.0]]}"
